buy_mw,sell_mw,price,datetime
61.0,516.6,3440.99,2026-01-24 05:00:00
61.0,516.9,3440.91,2026-01-24 05:15:00
57.8,517.3,3590.49,2026-01-24 05:30:00
57.8,515.8,3599.1,2026-01-24 05:45:00
143.7,526.3,4498.48,2026-01-24 06:00:00
143.5,525.5,4680.34,2026-01-24 06:15:00
84.27,484.9,4850.75,2026-01-24 06:30:00
65.55,484.9,5000.0,2026-01-24 06:45:00
69.2,499.4,8700.52,2026-01-24 07:00:00
60.2,507.9,8700.41,2026-01-24 07:15:00
66.2,520.0,8700.35,2026-01-24 07:30:00
67.2,535.4,8700.18,2026-01-24 07:45:00
60.2,582.3,7550.73,2026-01-24 08:00:00
65.4,579.8,5450.63,2026-01-24 08:15:00
129.82,621.9,4850.22,2026-01-24 08:30:00
258.2,581.9,3520.43,2026-01-24 08:45:00
256.96,624.2,3490.8,2026-01-24 09:00:00
295.0,623.3,3440.18,2026-01-24 09:15:00
339.9,641.2,3200.27,2026-01-24 09:30:00
311.7,519.1,2999.4,2026-01-24 09:45:00
172.8,514.1,2700.32,2026-01-24 10:00:00
260.3,515.5,2499.41,2026-01-24 10:15:00
257.7,509.93,2399.59,2026-01-24 10:30:00
255.1,582.88,2400.65,2026-01-24 10:45:00
254.9,556.67,2400.6,2026-01-24 11:00:00
225.5,596.6,2550.37,2026-01-24 11:15:00
237.89,596.69,2500.19,2026-01-24 11:30:00
189.7,521.61,2400.33,2026-01-24 11:45:00
218.72,591.8,2300.74,2026-01-24 12:00:00
226.6,591.4,2270.72,2026-01-24 12:15:00
226.8,591.1,2270.98,2026-01-24 12:30:00
236.82,591.4,2100.52,2026-01-24 12:45:00
244.68,590.77,2000.99,2026-01-24 13:00:00
235.14,591.1,2100.62,2026-01-24 13:15:00
226.2,591.6,2220.24,2026-01-24 13:30:00
223.69,591.5,2300.18,2026-01-24 13:45:00
226.0,594.3,2200.59,2026-01-24 14:00:00
247.08,594.29,2000.79,2026-01-24 14:15:00
310.6,589.3,1900.57,2026-01-24 14:30:00
249.03,593.19,2000.53,2026-01-24 14:45:00
359.01,606.9,2300.76,2026-01-24 15:00:00
240.3,605.9,2599.37,2026-01-24 15:15:00
213.6,604.9,2850.04,2026-01-24 15:30:00
203.1,603.9,2999.51,2026-01-24 15:45:00
166.3,491.8,2899.21,2026-01-24 16:00:00
128.5,586.0,3150.66,2026-01-24 16:15:00
81.8,532.2,3300.24,2026-01-24 16:30:00
78.8,513.8,3499.35,2026-01-24 16:45:00
67.1,402.2,3842.78,2026-01-24 17:00:00
18.4,434.0,4088.5,2026-01-24 17:15:00
0.2,423.0,7400.58,2026-01-24 17:30:00
67.61,411.1,10000.0,2026-01-24 17:45:00
29.64,402.1,10000.0,2026-01-24 18:00:00
24.96,406.0,10000.0,2026-01-24 18:15:00
29.69,410.7,10000.0,2026-01-24 18:30:00
30.62,416.9,10000.0,2026-01-24 18:45:00
43.63,414.3,10000.0,2026-01-24 19:00:00
87.2,417.8,7400.93,2026-01-24 19:15:00
13.2,420.0,7400.3,2026-01-24 19:30:00
79.4,420.6,4999.17,2026-01-24 19:45:00
79.4,423.9,4999.05,2026-01-24 20:00:00
79.4,426.5,4999.04,2026-01-24 20:15:00
79.4,447.5,4999.01,2026-01-24 20:30:00
77.4,449.4,4999.03,2026-01-24 20:45:00
80.6,495.3,4500.86,2026-01-24 21:00:00
80.4,495.7,4500.9,2026-01-24 21:15:00
80.1,495.7,4499.07,2026-01-24 21:30:00
80.1,496.3,4499.07,2026-01-24 21:45:00
70.1,456.0,3612.21,2026-01-24 22:00:00
70.1,456.1,3599.0,2026-01-24 22:15:00
70.2,455.0,3612.78,2026-01-24 22:30:00
73.7,452.7,3440.62,2026-01-24 22:45:00
73.7,466.2,3399.38,2026-01-24 23:00:00
73.7,466.7,3399.14,2026-01-24 23:15:00
73.7,467.8,3399.12,2026-01-24 23:30:00
73.7,471.8,3399.11,2026-01-24 23:45:00
116.82,478.3,3250.22,2026-01-25 00:00:00
110.11,477.5,3250.31,2026-01-25 00:15:00
133.3,477.0,3200.75,2026-01-25 00:30:00
133.3,477.1,3150.54,2026-01-25 00:45:00
133.0,478.5,3150.03,2026-01-25 01:00:00
133.0,480.6,3000.65,2026-01-25 01:15:00
133.0,482.8,3000.07,2026-01-25 01:30:00
133.0,484.1,2972.2,2026-01-25 01:45:00
133.0,480.4,3000.18,2026-01-25 02:00:00
133.0,482.4,2993.45,2026-01-25 02:15:00
133.0,484.2,3000.7,2026-01-25 02:30:00
133.0,485.9,3000.7,2026-01-25 02:45:00
58.0,490.3,2900.4,2026-01-25 03:00:00
58.0,490.9,2900.46,2026-01-25 03:15:00
58.2,492.0,2900.52,2026-01-25 03:30:00
58.2,492.6,2900.61,2026-01-25 03:45:00
58.3,487.3,2997.89,2026-01-25 04:00:00
58.3,486.1,3000.01,2026-01-25 04:15:00
58.3,484.6,3000.19,2026-01-25 04:30:00
58.3,482.4,3000.4,2026-01-25 04:45:00
50.6,478.0,3012.99,2026-01-25 05:00:00
50.6,477.1,3012.98,2026-01-25 05:15:00
50.4,475.5,3012.84,2026-01-25 05:30:00
50.4,474.7,3012.72,2026-01-25 05:45:00
228.0,507.0,3699.31,2026-01-25 06:00:00
281.0,506.2,3700.77,2026-01-25 06:15:00
291.0,464.8,3700.5,2026-01-25 06:30:00
189.6,465.8,3988.59,2026-01-25 06:45:00
245.64,472.29,4000.74,2026-01-25 07:00:00
243.34,483.41,4000.97,2026-01-25 07:15:00
239.4,494.11,4000.92,2026-01-25 07:30:00
233.53,505.95,4000.82,2026-01-25 07:45:00
189.9,554.3,4328.77,2026-01-25 08:00:00
204.4,559.28,4000.77,2026-01-25 08:15:00
164.6,598.7,3950.98,2026-01-25 08:30:00
313.66,560.62,3000.56,2026-01-25 08:45:00
357.59,574.45,3000.45,2026-01-25 09:00:00
359.5,497.8,2549.97,2026-01-25 09:15:00
346.4,486.3,2170.68,2026-01-25 09:30:00
351.5,487.5,2249.47,2026-01-25 09:45:00
263.0,482.4,2080.43,2026-01-25 10:00:00
258.8,485.3,2063.15,2026-01-25 10:15:00
319.7,483.5,1832.65,2026-01-25 10:30:00
327.8,482.3,1832.26,2026-01-25 10:45:00
251.02,467.31,2000.08,2026-01-25 11:00:00
255.81,506.25,2000.48,2026-01-25 11:15:00
298.3,450.4,1860.72,2026-01-25 11:30:00
336.21,448.8,1800.65,2026-01-25 11:45:00
309.98,548.3,1800.55,2026-01-25 12:00:00
335.7,546.6,1700.92,2026-01-25 12:15:00
326.7,545.1,1700.88,2026-01-25 12:30:00
324.6,543.4,1700.86,2026-01-25 12:45:00
323.7,542.0,1700.85,2026-01-25 13:00:00
323.7,540.5,1700.86,2026-01-25 13:15:00
323.7,538.8,1700.91,2026-01-25 13:30:00
320.7,537.1,1700.96,2026-01-25 13:45:00
328.99,538.4,1600.42,2026-01-25 14:00:00
332.3,537.1,1700.84,2026-01-25 14:15:00
337.7,536.0,1700.67,2026-01-25 14:30:00
337.0,534.8,1700.94,2026-01-25 14:45:00
358.3,468.6,1999.23,2026-01-25 15:00:00
358.9,567.6,2030.19,2026-01-25 15:15:00
350.4,562.0,2161.15,2026-01-25 15:30:00
363.9,551.2,2270.29,2026-01-25 15:45:00
329.2,464.3,2328.36,2026-01-25 16:00:00
269.4,464.1,2500.56,2026-01-25 16:15:00
167.89,423.89,2800.89,2026-01-25 16:30:00
148.4,423.2,2969.56,2026-01-25 16:45:00
96.0,442.4,3199.26,2026-01-25 17:00:00
109.41,462.5,3400.65,2026-01-25 17:15:00
69.2,451.8,3600.51,2026-01-25 17:30:00
127.38,442.3,4000.11,2026-01-25 17:45:00
128.8,431.7,4500.94,2026-01-25 18:00:00
125.73,432.3,4900.98,2026-01-25 18:15:00
122.6,432.7,4999.03,2026-01-25 18:30:00
124.6,431.7,4999.05,2026-01-25 18:45:00
120.6,426.0,4999.02,2026-01-25 19:00:00
116.6,428.0,4999.01,2026-01-25 19:15:00
65.8,430.5,4500.11,2026-01-25 19:30:00
72.3,431.3,4200.42,2026-01-25 19:45:00
72.3,434.7,4200.12,2026-01-25 20:00:00
72.3,438.1,4200.62,2026-01-25 20:15:00
92.1,461.8,4160.17,2026-01-25 20:30:00
88.8,467.3,4188.17,2026-01-25 20:45:00
109.7,514.1,4000.78,2026-01-25 21:00:00
109.5,514.3,3999.14,2026-01-25 21:15:00
109.5,514.5,4000.94,2026-01-25 21:30:00
109.5,514.6,4000.93,2026-01-25 21:45:00
64.3,476.2,3440.52,2026-01-25 22:00:00
64.3,475.8,3440.51,2026-01-25 22:15:00
64.3,477.3,3440.61,2026-01-25 22:30:00
64.3,479.7,3400.25,2026-01-25 22:45:00
70.8,479.2,3150.76,2026-01-25 23:00:00
70.8,481.7,3150.1,2026-01-25 23:15:00
73.27,484.4,3000.91,2026-01-25 23:30:00
76.35,486.4,3000.79,2026-01-25 23:45:00
66.7,537.8,2600.65,2026-01-26 00:00:00
66.7,540.0,2600.87,2026-01-26 00:15:00
66.7,542.4,2605.5,2026-01-26 00:30:00
66.7,544.4,2612.77,2026-01-26 00:45:00
66.7,546.0,2612.22,2026-01-26 01:00:00
66.7,546.1,2612.22,2026-01-26 01:15:00
66.7,545.9,2612.1,2026-01-26 01:30:00
66.7,541.5,2710.02,2026-01-26 01:45:00
66.7,531.6,2710.35,2026-01-26 02:00:00
66.7,529.8,2710.61,2026-01-26 02:15:00
64.78,527.99,2800.19,2026-01-26 02:30:00
64.08,526.6,2800.26,2026-01-26 02:45:00
63.93,528.9,2800.28,2026-01-26 03:00:00
63.34,527.4,2800.34,2026-01-26 03:15:00
62.66,526.0,2800.4,2026-01-26 03:30:00
62.07,525.39,2800.46,2026-01-26 03:45:00
56.7,521.6,2900.42,2026-01-26 04:00:00
56.7,520.2,2900.42,2026-01-26 04:15:00
56.7,519.7,2900.48,2026-01-26 04:30:00
56.7,518.9,2900.58,2026-01-26 04:45:00
49.2,517.8,2898.57,2026-01-26 05:00:00
49.2,517.2,2896.09,2026-01-26 05:15:00
49.2,516.6,2900.19,2026-01-26 05:30:00
49.8,514.7,2800.94,2026-01-26 05:45:00
151.0,502.0,3698.16,2026-01-26 06:00:00
151.0,500.9,3699.18,2026-01-26 06:15:00
151.8,460.9,3699.98,2026-01-26 06:30:00
111.8,462.1,3988.42,2026-01-26 06:45:00
202.8,476.2,4210.47,2026-01-26 07:00:00
203.6,484.8,4194.94,2026-01-26 07:15:00
64.3,496.9,5450.02,2026-01-26 07:30:00
79.44,509.5,5000.75,2026-01-26 07:45:00
172.57,550.5,4500.86,2026-01-26 08:00:00
239.76,569.0,4000.8,2026-01-26 08:15:00
257.98,586.6,3950.64,2026-01-26 08:30:00
297.76,594.7,3000.4,2026-01-26 08:45:00
300.85,625.77,2999.27,2026-01-26 09:00:00
363.6,619.1,2829.47,2026-01-26 09:15:00
365.0,621.0,2226.47,2026-01-26 09:30:00
357.6,523.6,1950.58,2026-01-26 09:45:00
299.9,525.0,1860.91,2026-01-26 10:00:00
286.3,528.6,1875.88,2026-01-26 10:15:00
264.5,626.4,1949.05,2026-01-26 10:30:00
287.3,624.9,1869.31,2026-01-26 10:45:00
277.5,614.8,1940.19,2026-01-26 11:00:00
255.7,611.67,1999.05,2026-01-26 11:15:00
291.3,612.2,1899.55,2026-01-26 11:30:00
340.52,608.09,1800.48,2026-01-26 11:45:00
348.81,602.1,1800.21,2026-01-26 12:00:00
341.9,597.2,1792.25,2026-01-26 12:15:00
347.9,593.7,1779.18,2026-01-26 12:30:00
349.8,590.3,1749.17,2026-01-26 12:45:00
348.9,587.9,1753.17,2026-01-26 13:00:00
350.1,585.2,1748.17,2026-01-26 13:15:00
340.3,583.3,1700.3,2026-01-26 13:30:00
335.3,581.0,1700.27,2026-01-26 13:45:00
337.5,577.3,1760.21,2026-01-26 14:00:00
351.7,575.8,1749.16,2026-01-26 14:15:00
349.9,573.5,1779.07,2026-01-26 14:30:00
351.2,570.0,1749.02,2026-01-26 14:45:00
373.2,568.0,1998.07,2026-01-26 15:00:00
314.3,562.9,2029.05,2026-01-26 15:15:00
310.85,556.4,2100.46,2026-01-26 15:30:00
306.0,549.0,2269.06,2026-01-26 15:45:00
335.06,497.44,2000.27,2026-01-26 16:00:00
244.9,541.6,2499.09,2026-01-26 16:15:00
156.4,494.8,2800.09,2026-01-26 16:30:00
145.6,485.2,2969.09,2026-01-26 16:45:00
104.6,411.2,3012.74,2026-01-26 17:00:00
88.1,429.3,3266.24,2026-01-26 17:15:00
73.1,418.8,3440.82,2026-01-26 17:30:00
168.4,410.3,3999.71,2026-01-26 17:45:00
75.1,395.7,5353.49,2026-01-26 18:00:00
74.1,396.2,5450.62,2026-01-26 18:15:00
78.1,398.4,5193.67,2026-01-26 18:30:00
90.5,400.7,5000.82,2026-01-26 18:45:00
95.68,395.6,5000.44,2026-01-26 19:00:00
122.5,397.4,4999.85,2026-01-26 19:15:00
126.2,399.0,4499.36,2026-01-26 19:30:00
76.4,401.5,4194.71,2026-01-26 19:45:00
80.7,406.3,4194.49,2026-01-26 20:00:00
70.7,409.3,4199.0,2026-01-26 20:15:00
100.5,432.9,4099.22,2026-01-26 20:30:00
100.5,436.9,4099.22,2026-01-26 20:45:00
107.7,485.8,3999.17,2026-01-26 21:00:00
107.7,491.5,3999.13,2026-01-26 21:15:00
107.7,496.8,3999.14,2026-01-26 21:30:00
107.7,502.8,3999.11,2026-01-26 21:45:00
63.7,478.6,3399.0,2026-01-26 22:00:00
63.7,480.3,3290.44,2026-01-26 22:15:00
63.7,480.6,3290.06,2026-01-26 22:30:00
65.2,482.0,3100.03,2026-01-26 22:45:00
95.4,500.5,2968.39,2026-01-26 23:00:00
95.4,501.8,2961.82,2026-01-26 23:15:00
95.4,502.6,2949.25,2026-01-26 23:30:00
95.4,504.3,2948.75,2026-01-26 23:45:00
31.2,517.1,2999.74,2026-01-27 00:00:00
28.2,518.5,3650.18,2026-01-27 00:15:00
28.2,519.5,3650.19,2026-01-27 00:30:00
31.2,520.6,3099.68,2026-01-27 00:45:00
31.2,519.8,3099.68,2026-01-27 01:00:00
31.2,520.5,3099.68,2026-01-27 01:15:00
31.2,519.3,2999.69,2026-01-27 01:30:00
31.2,514.4,2999.7,2026-01-27 01:45:00
31.2,509.6,3099.69,2026-01-27 02:00:00
31.2,506.9,3099.27,2026-01-27 02:15:00
31.2,503.4,3150.12,2026-01-27 02:30:00
31.2,500.8,2900.59,2026-01-27 02:45:00
35.81,501.7,2800.42,2026-01-27 03:00:00
39.2,498.9,2710.65,2026-01-27 03:15:00
39.2,497.9,2730.28,2026-01-27 03:30:00
38.99,496.4,2800.03,2026-01-27 03:45:00
31.2,491.5,3000.7,2026-01-27 04:00:00
31.2,490.7,3000.69,2026-01-27 04:15:00
31.2,489.3,3000.76,2026-01-27 04:30:00
31.2,489.4,3000.77,2026-01-27 04:45:00
23.7,488.3,3150.23,2026-01-27 05:00:00
23.7,487.3,3150.29,2026-01-27 05:15:00
23.7,486.3,3150.79,2026-01-27 05:30:00
23.7,485.7,3200.56,2026-01-27 05:45:00
72.11,491.89,4050.84,2026-01-27 06:00:00
71.9,490.8,4100.26,2026-01-27 06:15:00
121.1,438.3,4200.83,2026-01-27 06:30:00
116.1,437.2,4299.45,2026-01-27 06:45:00
105.84,449.89,5000.13,2026-01-27 07:00:00
74.19,450.2,5100.73,2026-01-27 07:15:00
86.46,440.2,5100.65,2026-01-27 07:30:00
90.16,440.8,5000.83,2026-01-27 07:45:00
95.53,464.7,5000.21,2026-01-27 08:00:00
135.85,467.7,4850.37,2026-01-27 08:15:00
146.1,556.9,4194.13,2026-01-27 08:30:00
208.5,554.9,4000.66,2026-01-27 08:45:00
186.4,535.0,3999.46,2026-01-27 09:00:00
227.6,554.1,3512.44,2026-01-27 09:15:00
283.98,549.2,3200.45,2026-01-27 09:30:00
308.9,513.8,2991.08,2026-01-27 09:45:00
154.6,519.7,2590.57,2026-01-27 10:00:00
198.8,522.1,2275.37,2026-01-27 10:15:00
166.6,520.8,2400.53,2026-01-27 10:30:00
172.94,520.2,2350.78,2026-01-27 10:45:00
161.6,504.0,2398.03,2026-01-27 11:00:00
161.9,493.1,2398.08,2026-01-27 11:15:00
194.1,490.5,2299.12,2026-01-27 11:30:00
194.1,485.5,2199.12,2026-01-27 11:45:00
194.4,471.1,2199.12,2026-01-27 12:00:00
194.4,465.8,2191.27,2026-01-27 12:15:00
194.4,581.2,2202.34,2026-01-27 12:30:00
194.4,577.2,2201.44,2026-01-27 12:45:00
197.5,453.9,2152.56,2026-01-27 13:00:00
197.5,452.2,2147.51,2026-01-27 13:15:00
211.0,570.8,2099.33,2026-01-27 13:30:00
210.0,569.2,2099.16,2026-01-27 13:45:00
196.3,576.9,2159.14,2026-01-27 14:00:00
196.5,584.4,2148.09,2026-01-27 14:15:00
277.27,474.7,2000.1,2026-01-27 14:30:00
283.7,459.09,1999.68,2026-01-27 14:45:00
321.87,468.1,2300.52,2026-01-27 15:00:00
317.7,467.0,2428.04,2026-01-27 15:15:00
318.2,465.7,2220.72,2026-01-27 15:30:00
230.32,464.8,2600.19,2026-01-27 15:45:00
274.62,463.8,2200.11,2026-01-27 16:00:00
240.1,462.5,2490.55,2026-01-27 16:15:00
145.6,422.1,2885.12,2026-01-27 16:30:00
114.1,431.1,3020.87,2026-01-27 16:45:00
111.39,374.4,3000.63,2026-01-27 17:00:00
46.4,371.5,3440.48,2026-01-27 17:15:00
38.5,368.4,3845.88,2026-01-27 17:30:00
95.78,367.6,4200.92,2026-01-27 17:45:00
91.1,363.0,6000.34,2026-01-27 18:00:00
92.1,365.6,6250.5,2026-01-27 18:15:00
83.1,368.7,6550.12,2026-01-27 18:30:00
84.1,370.9,6550.95,2026-01-27 18:45:00
87.7,366.1,6500.44,2026-01-27 19:00:00
73.1,369.3,6691.6,2026-01-27 19:15:00
87.3,372.7,5450.38,2026-01-27 19:30:00
33.64,375.5,5000.1,2026-01-27 19:45:00
21.87,380.5,5000.67,2026-01-27 20:00:00
30.31,382.8,5000.26,2026-01-27 20:15:00
38.1,405.7,4700.15,2026-01-27 20:30:00
35.8,409.1,4900.53,2026-01-27 20:45:00
43.5,456.2,4250.18,2026-01-27 21:00:00
43.4,459.1,4200.98,2026-01-27 21:15:00
43.1,462.8,4300.12,2026-01-27 21:30:00
43.1,467.3,4250.77,2026-01-27 21:45:00
41.5,431.3,3399.54,2026-01-27 22:00:00
41.5,430.6,3399.46,2026-01-27 22:15:00
41.6,429.4,3399.44,2026-01-27 22:30:00
41.6,429.2,3150.34,2026-01-27 22:45:00
48.6,446.3,3150.47,2026-01-27 23:00:00
48.6,446.7,3150.39,2026-01-27 23:15:00
48.6,447.0,3100.97,2026-01-27 23:30:00
48.6,446.6,3100.06,2026-01-27 23:45:00
68.6,508.1,2999.05,2026-01-28 00:00:00
68.6,507.1,3000.58,2026-01-28 00:15:00
68.6,506.1,3000.67,2026-01-28 00:30:00
68.6,505.5,3000.5,2026-01-28 00:45:00
68.4,505.1,3000.53,2026-01-28 01:00:00
68.4,505.1,3000.59,2026-01-28 01:15:00
68.4,504.4,3000.47,2026-01-28 01:30:00
68.4,500.9,3000.59,2026-01-28 01:45:00
68.4,495.4,3000.93,2026-01-28 02:00:00
68.4,490.5,3099.01,2026-01-28 02:15:00
68.4,484.3,3099.08,2026-01-28 02:30:00
76.4,482.1,2799.49,2026-01-28 02:45:00
76.4,485.8,2799.44,2026-01-28 03:00:00
76.4,486.0,2799.44,2026-01-28 03:15:00
76.5,486.3,2799.44,2026-01-28 03:30:00
76.5,486.1,2799.44,2026-01-28 03:45:00
68.6,483.2,2999.31,2026-01-28 04:00:00
68.6,483.2,2999.31,2026-01-28 04:15:00
68.6,483.3,2999.32,2026-01-28 04:30:00
68.6,482.3,2999.36,2026-01-28 04:45:00
60.9,481.1,2999.28,2026-01-28 05:00:00
60.9,480.1,2999.28,2026-01-28 05:15:00
60.7,479.2,2999.3,2026-01-28 05:30:00
60.7,478.7,3099.34,2026-01-28 05:45:00
116.1,468.4,3999.54,2026-01-28 06:00:00
117.4,467.8,3999.59,2026-01-28 06:15:00
89.7,427.5,4199.84,2026-01-28 06:30:00
89.7,427.9,4200.9,2026-01-28 06:45:00
91.3,430.5,5450.74,2026-01-28 07:00:00
90.1,437.5,5700.69,2026-01-28 07:15:00
80.1,454.21,9998.62,2026-01-28 07:30:00
85.1,459.0,6300.59,2026-01-28 07:45:00
85.3,497.7,5400.93,2026-01-28 08:00:00
116.9,525.4,4900.76,2026-01-28 08:15:00
160.5,539.2,4212.62,2026-01-28 08:30:00
178.74,551.4,4000.98,2026-01-28 08:45:00
209.03,603.89,3800.57,2026-01-28 09:00:00
203.44,612.0,3900.66,2026-01-28 09:15:00
302.0,619.9,3299.61,2026-01-28 09:30:00
352.7,632.8,3100.7,2026-01-28 09:45:00
170.8,491.4,2990.01,2026-01-28 10:00:00
165.9,491.8,2674.07,2026-01-28 10:15:00
165.4,596.8,2699.09,2026-01-28 10:30:00
165.91,598.09,2500.54,2026-01-28 10:45:00
159.5,596.3,2658.16,2026-01-28 11:00:00
160.0,594.5,2629.23,2026-01-28 11:15:00
160.1,593.7,2558.45,2026-01-28 11:30:00
164.1,593.1,2423.46,2026-01-28 11:45:00
171.0,585.9,2436.41,2026-01-28 12:00:00
171.9,585.6,2436.24,2026-01-28 12:15:00
172.0,585.0,2424.24,2026-01-28 12:30:00
172.3,584.6,2398.28,2026-01-28 12:45:00
222.4,584.4,2230.32,2026-01-28 13:00:00
169.5,584.3,2499.18,2026-01-28 13:15:00
169.3,584.1,2499.17,2026-01-28 13:30:00
168.7,583.8,2499.17,2026-01-28 13:45:00
159.3,590.5,2599.12,2026-01-28 14:00:00
160.0,590.0,2599.1,2026-01-28 14:15:00
159.0,589.4,2599.01,2026-01-28 14:30:00
162.1,586.6,2353.02,2026-01-28 14:45:00
354.4,574.1,2399.25,2026-01-28 15:00:00
317.7,566.2,2542.3,2026-01-28 15:15:00
265.2,557.8,2620.15,2026-01-28 15:30:00
233.2,548.0,2778.16,2026-01-28 15:45:00
230.6,462.9,2599.18,2026-01-28 16:00:00
192.4,462.0,2830.14,2026-01-28 16:15:00
139.5,481.1,3199.07,2026-01-28 16:30:00
91.4,466.4,3420.1,2026-01-28 16:45:00
143.4,391.1,3299.87,2026-01-28 17:00:00
27.8,391.6,4028.54,2026-01-28 17:15:00
10.1,385.1,5900.15,2026-01-28 17:30:00
89.1,364.0,5999.94,2026-01-28 17:45:00
93.1,374.4,9864.48,2026-01-28 18:00:00
80.5,377.8,10000.0,2026-01-28 18:15:00
86.42,381.5,10000.0,2026-01-28 18:30:00
94.81,387.1,10000.0,2026-01-28 18:45:00
92.1,366.3,8499.21,2026-01-28 19:00:00
96.1,391.3,6570.42,2026-01-28 19:15:00
25.1,398.9,5900.64,2026-01-28 19:30:00
58.35,404.7,5000.46,2026-01-28 19:45:00
82.3,415.0,4999.87,2026-01-28 20:00:00
82.3,420.7,4999.84,2026-01-28 20:15:00
85.0,444.7,4699.68,2026-01-28 20:30:00
77.3,446.8,4899.64,2026-01-28 20:45:00
87.1,491.8,4200.02,2026-01-28 21:00:00
86.9,490.9,4199.87,2026-01-28 21:15:00
86.6,490.1,4199.9,2026-01-28 21:30:00
86.6,488.8,4199.86,2026-01-28 21:45:00
73.5,461.6,3399.68,2026-01-28 22:00:00
73.5,460.9,3399.61,2026-01-28 22:15:00
73.6,458.5,3399.6,2026-01-28 22:30:00
75.2,457.0,3099.38,2026-01-28 22:45:00
83.2,471.4,3099.23,2026-01-28 23:00:00
83.2,469.0,3099.24,2026-01-28 23:15:00
83.2,466.5,3099.23,2026-01-28 23:30:00
83.2,464.3,3099.23,2026-01-28 23:45:00
74.7,478.5,2999.0,2026-01-29 00:00:00
74.7,479.4,2999.01,2026-01-29 00:15:00
73.7,480.5,2999.01,2026-01-29 00:30:00
68.7,479.7,2900.84,2026-01-29 00:45:00
68.5,479.6,2900.81,2026-01-29 01:00:00
68.5,479.9,2900.78,2026-01-29 01:15:00
68.5,480.0,2900.79,2026-01-29 01:30:00
68.5,479.2,2900.78,2026-01-29 01:45:00
68.5,478.6,2900.73,2026-01-29 02:00:00
68.5,477.7,2900.66,2026-01-29 02:15:00
68.5,475.3,2900.9,2026-01-29 02:30:00
77.0,476.4,2799.27,2026-01-29 02:45:00
77.0,482.0,2799.34,2026-01-29 03:00:00
77.0,483.7,2799.36,2026-01-29 03:15:00
77.1,485.4,2799.37,2026-01-29 03:30:00
77.1,484.7,2799.39,2026-01-29 03:45:00
68.7,479.3,2999.42,2026-01-29 04:00:00
68.7,478.6,2999.45,2026-01-29 04:15:00
68.7,477.7,2999.46,2026-01-29 04:30:00
68.7,476.3,2999.49,2026-01-29 04:45:00
61.0,474.0,2999.42,2026-01-29 05:00:00
61.0,472.0,2999.44,2026-01-29 05:15:00
60.8,470.0,3000.75,2026-01-29 05:30:00
60.8,471.1,3099.8,2026-01-29 05:45:00
108.2,468.1,3999.32,2026-01-29 06:00:00
109.5,466.4,3999.3,2026-01-29 06:15:00
86.4,424.8,4199.05,2026-01-29 06:30:00
86.4,423.7,4199.28,2026-01-29 06:45:00
68.0,419.43,4999.49,2026-01-29 07:00:00
88.2,420.4,5260.31,2026-01-29 07:15:00
86.73,429.6,5500.39,2026-01-29 07:30:00
84.2,444.62,5499.36,2026-01-29 07:45:00
128.95,484.4,4700.76,2026-01-29 08:00:00
132.9,498.5,4300.39,2026-01-29 08:15:00
184.39,514.1,4000.55,2026-01-29 08:30:00
205.6,530.0,3950.16,2026-01-29 08:45:00
202.4,598.0,3700.44,2026-01-29 09:00:00
219.37,613.6,3500.12,2026-01-29 09:15:00
307.32,614.9,3200.42,2026-01-29 09:30:00
330.5,630.4,3000.12,2026-01-29 09:45:00
175.54,484.3,2500.99,2026-01-29 10:00:00
179.0,483.9,2399.81,2026-01-29 10:15:00
281.5,585.2,2270.03,2026-01-29 10:30:00
287.14,589.59,2300.02,2026-01-29 10:45:00
161.76,575.8,2500.87,2026-01-29 11:00:00
162.0,567.6,2628.01,2026-01-29 11:15:00
161.8,566.3,2557.14,2026-01-29 11:30:00
165.8,566.0,2422.56,2026-01-29 11:45:00
172.7,556.8,2435.49,2026-01-29 12:00:00
173.5,555.7,2435.4,2026-01-29 12:15:00
173.6,554.8,2423.08,2026-01-29 12:30:00
174.1,553.9,2397.13,2026-01-29 12:45:00
214.7,553.2,2229.14,2026-01-29 13:00:00
173.0,552.5,2398.1,2026-01-29 13:15:00
231.7,551.9,2010.03,2026-01-29 13:30:00
232.71,550.69,2000.97,2026-01-29 13:45:00
219.56,551.99,2100.71,2026-01-29 14:00:00
226.1,558.8,2100.35,2026-01-29 14:15:00
228.23,555.7,2100.84,2026-01-29 14:30:00
278.6,552.7,2260.89,2026-01-29 14:45:00
344.8,555.7,2398.11,2026-01-29 15:00:00
306.9,549.1,2541.17,2026-01-29 15:15:00
251.88,540.6,2600.65,2026-01-29 15:30:00
230.2,530.9,2777.06,2026-01-29 15:45:00
211.0,448.9,2598.25,2026-01-29 16:00:00
183.5,447.8,2808.89,2026-01-29 16:15:00
181.4,415.12,2999.52,2026-01-29 16:30:00
148.33,452.79,3200.11,2026-01-29 16:45:00
86.5,388.8,3299.45,2026-01-29 17:00:00
38.3,377.7,4028.58,2026-01-29 17:15:00
20.1,370.3,5899.13,2026-01-29 17:30:00
88.1,364.0,5999.99,2026-01-29 17:45:00
94.1,343.5,8200.65,2026-01-29 18:00:00
68.27,362.3,10000.0,2026-01-29 18:15:00
58.4,351.3,10000.0,2026-01-29 18:30:00
64.34,352.8,10000.0,2026-01-29 18:45:00
108.1,339.5,8604.67,2026-01-29 19:00:00
